ID,Yield
ID_TOIT03A3WTTD,302.94838894901625
ID_4P7NKCB6LMJ5,121.11508645139574
ID_1TIMGZJLRLWF,660.3277732274676
ID_25E6065LQDON,676.2799006649276
ID_SOB9B3H12POE,880.8605068370058
ID_A8RF0GQGJF5H,971.4898586761383
ID_GT36LGF8SM8K,556.229488506858
ID_E9OHGDA3U6DG,396.3491872342107
ID_HXWHLMRE99CE,1345.06002535082
ID_3VL9DLFRG5A3,313.5522663849241
ID_OKPI3DR2ZQPJ,318.3916776666487
ID_XZO6ECCAOC94,953.700384598518
ID_4X2UWYR6RIE2,772.4188287853913
ID_1LVAHN6PZYBS,638.9754242481825
ID_HRAJFKTPCNWQ,2090.272648485858
ID_TK4H5NRKHOE8,366.10353079899267
ID_9U0UBT1J8152,313.96626384643474
ID_3EUKVYT37JOP,237.6547841361849
ID_1499QWPPW755,537.5830423061091
ID_ULWP3J0G860C,395.86056730441817
ID_51FSB3P7RO7F,564.8821697493094
ID_FHMVP6OM4GDX,1781.1134144274706
ID_2OICAUFVUF5S,206.45702562763523
ID_ZGCFHIHAIC5U,422.3379671548872
ID_SR592R346POT,1265.3490204303332
ID_IW7UUDAW8LI0,384.60331549525165
ID_UNWZCF6L3JHJ,389.84196555357045
ID_Z4FXX0BNPHCO,467.08196578112404
ID_T18YB26T1R72,381.45415394460935
ID_LXZWOINVI194,590.7464071575994
ID_QNQJS14C9JJR,1917.173330640741
ID_NTPIQUV3J2G6,851.8227983443433
ID_PVQOEEDTISZ0,-4.280769915166263
ID_PNB65ASGG3U5,313.716422559171
ID_KWPXATBZDX9T,481.3468958725913
ID_0G0F9TOR4IMI,1377.2506681692778
ID_FVLMABW5Y6X2,998.3865512345761
ID_O2PL38IY50T5,399.42197488750173
ID_CNG8Z00FPPMP,745.948461247019
ID_641DSHBH8JAF,1065.5881421673434
ID_Y14QXUKOFJ4H,299.06503087124446
ID_DRP3WZV4BNIE,532.1495793497413
ID_TMXV7UW39T80,202.4331548364326
ID_0L8O49SS6MQM,497.3433722651519
ID_UGTG0XQELY2U,425.63157174662257
ID_0YZYA9AXL9Z2,325.4908986207846
ID_KNOK4V0IWVUO,146.60538764065163
ID_YX4DF17Z25RV,415.20137782221246
ID_2YAZXP3AEDVO,314.53019652183065
ID_YNACZPCVVI09,1824.5134648587366
ID_75GYXJW1DYGX,316.1504378447047
ID_YRCMJRFRTU2K,462.3381938741847
ID_1L4WBTHTDQMP,538.6851346175532
ID_RO0XF0TFLRG6,645.1995491490819
ID_NJ7G0SAVDN1Q,359.4404550694548
ID_UFPM6MLG1BJK,-21.307839285593392
ID_ULY51B6WQ9FV,761.9589147858443
ID_CR6L4TL2VEEM,247.6846228046023
ID_4YRSPS7X1V7Q,391.5623664290691
ID_ILQ5YE78E0SD,253.17029920656574
ID_WDNXY8YRA10N,416.7665022823947
ID_WYK6LRWQ21ML,305.20930673943246
ID_EBA4QUGDXB5I,1164.9819888170982
ID_2WCWAKQKRA74,704.3047725307371
ID_FTSIEXKUER9Y,312.6858118523309
ID_64BCOW7PEP3E,139.48162277954924
ID_0N5TFB55JBOB,747.0383657812023
ID_9AE1OJ45UFJ3,550.6546331809998
ID_NJWAR6L7X4Q6,747.7456437803085
ID_W8U6J9PKGGGI,381.4737054870762
ID_WJUUIJMPNLHW,380.8822051260731
ID_S7F4L5OW7OKD,1119.4253753262128
ID_Y0OX05BLLQPI,187.338438992048
ID_XJ7ULGKCALNF,573.0270267597568
ID_8NU1PZBDI5C7,1180.5279042290842
ID_CPPN31R20CBA,595.4349703845428
ID_D20Z6VEJBE6K,35.41041755387597
ID_N6RSTF2IR5GL,548.4624317151391
ID_DJBLGDPMS85M,19.439503110922
ID_34J19EEKSSHY,820.9991785139707
ID_P8MQS1ERUQ9F,240.9836059296287
ID_U07HHH2EG6K1,823.8786023529576
ID_IKAOSO0CFKYZ,184.4827437552088
ID_NHQ2WMFGNBS1,309.63750146583
ID_FRJ3P7XDG7OV,607.863602926991
ID_5N0W8ZFFAIQX,459.1415746362362
ID_OFSHZ2KZ1LQ4,3.889781838682589
ID_A6C1G6XUATUE,101.70932500283773
ID_N99MP1180BJ5,240.06229474091188
ID_D5F8SLVPMZKE,319.983031612252
ID_49QTISSSNQ0M,577.4001714264525
ID_S1WHDBHNKLYO,341.7764877485347
ID_9YE4VBW3W1WJ,409.1177839707164
ID_7SWZRG2B52YI,383.49883381664495
ID_41XNQZ8M4QXH,375.54114953394696
ID_SIB0PJZQMRBO,324.3279562769376
ID_M47IW492SXOP,180.06159879461796
ID_MTUJW5V02DWQ,777.6434173796843
ID_Y108HSDX00WC,906.1881080225824
ID_QRD8JCO8QWCF,114.21949242079324
ID_RIP1ZN0ST7I3,29.221465631125533
ID_BPS356NV28J7,1142.876973664033
ID_0KANA1KYEQKW,134.09633552848177
ID_80MMCWDS27VC,842.1944268697905
ID_CH1WWOXBV7L8,341.8439541009443
ID_PM7YZSDTN1OI,679.8077602522576
ID_FR4XH94DJW50,577.7881757531246
ID_D1IDORABBOBP,488.4717709642976
ID_0BE8BMWG3A68,541.0789578501455
ID_RY2QD5TLB4US,395.70280636004105
ID_S8D99RRNCOMC,1210.96407225697
ID_YZLW773BTIA3,335.0917200548215
ID_FL8VHWG97QTI,536.9526256004831
ID_JVLT86OR9T15,619.5669597238337
ID_NBSTAXAZ24X0,988.2767063410568
ID_43VRMQQ5E60F,331.7369482228561
ID_HI4ACMU7M13J,416.01180475917806
ID_UI96L3AE8YXY,576.7024960308488
ID_UXRI6OXKF50S,849.369802523625
ID_FW06NS2YA7QW,411.30939607418543
ID_RA5OO0JVNOUF,462.7609229298167
ID_EVGU94YQTZWM,154.46991151773753
ID_GHANLFEJN9UW,164.05671977613127
ID_HXBFX8X2DD7B,952.6697523562495
ID_KUNLQSF5FM19,560.7569911619233
ID_7XXH76413XNT,604.88379748285
ID_D58TIQKQLU7Q,375.51050878187925
ID_W5CLRPVGFRKH,470.4960067605718
ID_A3Y0OIB0BE59,415.1339960234965
ID_C74NLELOCNTS,1841.8579297005567
ID_2FIGN89QV44C,25.12365606781896
ID_QN4PJSV2CGSJ,307.9747376015851
ID_V5W6AZBTURWA,401.01135158092075
ID_L6E0GOTVHSCD,621.8294633762724
ID_Q95BUWXK8RM3,150.76381164592433
ID_5TLXCFLTYF1F,422.2530393479491
ID_GLBHSYJG9S5B,1311.526035581791
ID_3X3YHRC7IIN9,533.7275445224598
ID_5H724YS64665,953.7347224155399
ID_U4Z5RN88FCZM,595.5599353780195
ID_05TGZGOMI6MF,386.85229869733405
ID_0GCZV8RUSZK6,377.285793027546
ID_UV06K1FM1SB5,472.1710500304479
ID_RCJZ3PORBWFV,108.40050939395894
ID_W1NL5CU9VHQS,415.1067361389306
ID_2WIYFQHMJPYD,779.3514178637422
ID_BFFULEU6PVQ9,120.0506189199526
ID_JN31K11BXQ0E,322.69501744591594
ID_DS40FHVR9R7F,306.05730133801814
ID_DNOT9DTVZ6MQ,763.9588972038207
ID_Z58PO8MMX8YV,763.921861753701
ID_NEYMBJKFHN1X,486.38462129199286
ID_RND7MNSA6LWV,268.51416288941147
ID_U407VXC7F9NZ,301.03080532727154
ID_ES753BBA75GB,170.53795659013034
ID_APRL4BTWWRW9,303.6517289838716
ID_S909ZPBZ39II,259.33672451294734
ID_YYFP9SWEV0U5,1144.5606466951872
ID_25EBTESPBHGZ,708.7630176666901
ID_W0W8TG7XRWE3,224.95198289172117
ID_0FU2BPIOTMVD,701.7014313935421
ID_OF817VW3STNX,465.55398666429676
ID_7QATIJ9YSL1K,1695.0530778203818
ID_LBPW7URC7BBW,466.86601392688846
ID_7WYQ81JCM9V3,158.6360150993193
ID_JGSVOGVN6522,579.0610364516526
ID_TOUB2GY1ZHXT,691.8430945825186
ID_9AJCTSUQG7FZ,551.0513985850151
ID_VKOZPEUVSDI8,698.1266651282751
ID_UG5GQ68S58OW,474.865714965655
ID_4RB8XK2ZB1IR,812.0297058510503
ID_Z3P4T6K6P2ED,226.39040855731787
ID_VUGTKX63R5P0,376.7214739691623
ID_XMF3Q64FMLBK,490.1763790079852
ID_DTWCZ9G9C8WD,848.9265099162451
ID_0MNYHJUPIOIT,195.32687115943605
ID_ZGAL960JTO3R,397.4840510502935
ID_PK835TJNER3I,688.2544051533339
ID_KVGPYMSHB2WJ,319.8947210771054
ID_OWIQYP0I1HGW,1288.040438989247
ID_7RS2XDILJLBL,429.8493124133109
ID_EDCLK08NMF0N,389.09029899894267
ID_97Y87C3ANP5B,327.08230563713676
ID_D3SKVOTTB4KQ,240.06068774101195
ID_APFVFYM11UU0,1862.5605748617577
ID_TAIVU9LHBYZ8,519.0938991610926
ID_NTR94XDRQIHZ,187.88101593400614
ID_8QCOFS2HXOJQ,410.58986218106156
ID_7ZZVZZH08UWF,401.9734591292962
ID_9NGVV4V11YU2,374.63192144187303
ID_5G8RKC18KLXV,403.89985819953887
ID_BSVRMHEKDQKD,449.88394099997305
ID_6Z12209FUIAT,719.5394324309503
ID_IRBHYP3G7UXU,303.7026557386787
ID_9PH4KNPDDVWS,780.2717805039881
ID_S4G0N1TJEDUG,343.3796623605398
ID_OP7NSDQGR6AE,26.728594026190372
ID_32RIU94UJDHI,1606.1337482328786
ID_85WKQYHE0W5H,773.6045535886693
ID_2T4I23J42NUP,419.4842494662189
ID_LOJZM912S2TH,447.57071425215526
ID_FQAR45VD4PQ5,684.9602928860384
ID_RA4Y3ZL70BWO,1122.3026094247457
ID_UH3QT7I1O24Q,171.05893379681254
ID_P9OZQ56CX2YO,492.5054097442784
ID_RB24VMV9FIGM,400.3772785221005
ID_XECRIM8DR00Z,1019.4708610194659
ID_EYIQ79MA3T5E,762.2196720805866
ID_B0QBM2S1R9S7,223.58027171252556
ID_1L74BG9P0TKX,746.1605919431034
ID_141KG0TOOCJ6,720.1055185423594
ID_IMKLSNJKVI4P,276.98908579757097
ID_253P6J7D92PW,419.5235699229908
ID_PCC17RCZX06S,312.74305544542074
ID_7MUPVDZE1ZWB,1257.6042643222113
ID_O994OZU1NP7E,594.0315521286427
ID_RFVKSMVILY31,473.2408134415702
ID_MTR7TTJ5LSBE,196.91293433345496
ID_87QM8DS5HSU7,1269.0135478493007
ID_8KXPBLV53NZK,563.8430845382966
ID_LQVS4LC3YRMB,521.4590151608471
ID_ISVACTKT5MAA,388.9106082380905
ID_C64B9DUNSCM1,185.92374365413085
ID_ZXAE37OWUMFI,407.5358294578247
ID_L7Y4MKY66OSL,582.9920931383023
ID_TZ1FUOUR0Y8X,1061.499123509695
ID_D7HMR45HU1ZW,391.82741167328214
ID_UCZXI2H7S2YD,241.98797982946115
ID_7TU75PUQP312,1885.0211468380828
ID_4ULCEP364DAF,576.2565324406942
ID_8EOY07K5LOC4,342.81120277764234
ID_NK47MAUWJ8Z5,149.70691630838195
ID_8ZCGIWU6GZLO,331.8298896260881
ID_SNIWSZ237UOD,288.697781761518
ID_7LDSCZ2OPT0K,464.0234943441299
ID_TK2TH4JSJ1KB,193.44372020078825
ID_UUXFZKSR58SC,303.1840886721856
ID_EVACECC6XIW9,1633.8482704529563
ID_U2LSES0Y4I3C,1492.6350359626183
ID_NEGU2TDNC4Y0,185.99415169070858
ID_WCBHSOBP51H1,232.15544346060284
ID_SVRQ4NGZFMMP,876.0513351344558
ID_5TBBUKHYJ1KI,683.492254262245
ID_4AOR8R30LNOD,440.2137557246152
ID_5XOUKBLNO7AC,480.80000594052973
ID_IQZTM1J018FS,751.5394371928203
ID_Q9VXX3O6IZOD,255.57113542974085
ID_HTEQD0S6QIB8,303.26140656689597
ID_0GFT8KE7O9RP,762.8905578292862
ID_SHFI8L6O4DQ3,754.6119651794218
ID_64MUBP88ECF6,405.61574170091177
ID_EHYBYH7QLOSL,192.42750151085843
ID_GTGEI6PS93QJ,1028.2694747422993
ID_TL9C9OJ8G68U,240.25088788551358
ID_SM1GWL52K1F8,395.4759187587126
ID_DZW8R8ONEU66,456.95166772196
ID_HBDA4P8811S8,636.3897995364532
ID_CJQOTSL074N8,630.312575198602
ID_KZ0X60V9XQIG,1978.825877090956
ID_0TWFZTV06NYT,629.9901633332192
ID_PVJN35A46C0K,479.0928123169207
ID_D732BOTXBLSI,395.7149177426798
ID_342GB00NU2X8,216.11253771508382
ID_AQUL5HCLWJPM,1081.6115097716759
ID_VU3938I1G9Z0,755.352480354495
ID_Y2ZY2HDPU6PE,376.7177373736109
ID_SJD77GLF5ZFJ,496.3229168246119
ID_3T35R9QJBF2M,408.2567511928984
ID_NQUTMXXK59YN,556.7777170008761
ID_SV7AFMBC72LB,134.93830899321188
ID_PAPK30H37SIW,852.8420063145657
ID_URRQOVPPCBQ4,201.00377187954734
ID_CQPXYYK4KGB7,324.4326948418509
ID_RJIJXF4OS4RL,-2.3782293667620875
ID_APUXW8HC4K6B,1264.8634263690958
ID_61Q9C9GGPHDI,1303.3181704150934
ID_ZWZRMNC7OOCV,271.47347897392956
ID_IYKX7HR08L6A,72.4487730274374
ID_AIG281L5ZHU8,248.09530794768216
ID_NHUOZPKIO0BR,393.5478584142353
ID_LLYN4K7KIT4R,459.0091336043073
ID_0TSE5OLEV8WK,442.75612102720453
ID_H992DU9HM8DQ,310.9370730418398
ID_UK0CBXPBQ5RY,1200.2130744589454
ID_RDPY3EBXFJ5O,1069.4132733807712
ID_5L97TY473GY5,1285.5115019732877
ID_5B1X9MC1IFX0,381.2937807513829
ID_ECWVAC40SNWB,793.5016971208903
ID_OE87AT5TAUEI,1994.2619415579545
ID_XR12GEBM8H2K,1323.4627975893059
ID_LJ2AP4BNL25Y,459.9245795373903
ID_LH311ABG9XDL,318.2297360982461
ID_HXONOBB4HD6T,1929.6041461539778
ID_7AOOKABBB6N8,1292.2204253814061
ID_Z17C9TLMF1MJ,223.52050067647423
ID_3PUBL95YQ1AF,777.8473106606535
ID_3RUIBILNO5TH,32.57014061937738
ID_9VMYZE08M98X,768.7831565090407
ID_6SDJYMNC1T2Z,33.64010087819191
ID_61DT371A8JKT,328.94596075543416
ID_R51LYLFQUFIL,648.8007160212762
ID_MJYLQ159US1Y,866.9310715683939
ID_QQHLY17D6RBD,1298.396681335807
ID_Y84JBGTU3NGV,671.9376536397494
ID_V8BHOZICY6IF,365.2086432475513
ID_DZ1R5TGC156F,677.4912261780668
ID_UQTR8CQ5LH50,1548.491647617372
ID_CK56LDNW1478,761.2029765914671
ID_QJGUBXWDDCRS,717.2960774272091
ID_H7YHR5OTSNS5,176.51742422199737
ID_8FRJCZZGLIRC,751.4889166405064
ID_U29DLWFB48GG,283.06972405224275
ID_W3OHI7MAVC24,106.77821344213574
ID_1ZY88AN5LZD4,378.85558288374335
ID_OC5EEB6B892L,746.7564510136501
ID_CMWPG2PIB75R,659.959540590227
ID_NWEI411ITDHM,684.0617403197417
ID_G49PUGN2HFAD,270.25768222678744
ID_GSNP1IEZEQBC,460.5406991975331
ID_GJUS6RREHQ81,768.2862390558463
ID_7F8MCGYBVNP9,387.63681562421755
ID_0L3CDZHQMEW6,694.8630484285379
ID_WWW8P7C0BWWD,309.9885559881226
ID_K5SN27S6ODNO,779.8369450425864
ID_UFYYFX1MOUMV,395.57856476570635
ID_D0724QR6ZQQF,1464.2950581758882
ID_PMSOXFT4FYDW,8000.0
ID_SO7VGCA3U32O,552.6442124165982
ID_FRF1EVPIL6HX,797.7721333438084
ID_82CBKU1NDJ0V,1138.6503326993807
ID_RX8DANVXO123,381.95850658101676
ID_ILC9A9DN5G2Z,768.0061002871573
ID_2GDKRWUIWI9Y,147.00499011535373
ID_RBQ5VAV4DJ5G,818.0164065261004
ID_UOQYVR79LGBI,525.5899985220551
ID_K6AD8QUXXR6Y,74.90703900874882
ID_J342KZ43X2VJ,618.2550066307089
ID_XPEQ4HVRRQX3,2411.3289136727385
ID_AJUG34L464MU,654.3922665630079
ID_JF3KG0PYDKQF,1866.4839809540342
ID_L9Y3DAFA0E72,540.3609230981441
ID_E6BGEQJGO571,225.93617795002265
ID_SP088I6KHJYU,370.8199095604605
ID_044M7JJ7F7ZH,801.1596841827559
ID_FWCKHCWUI2ZA,359.0045659533299
ID_RYVNAORY2187,262.15642358395115
ID_AKABUF8B09YM,744.5434326897068
ID_S2JJQXZHA1AS,418.2882124445993
ID_4QOOOG43P1EL,1075.5500629181836
ID_X7Y0DSAFDFLN,774.4365592923058
ID_HBHBHNCY4HVH,388.15723954214576
ID_BD6WGXMV0N9M,392.64889303339834
ID_L96Q9Y8ZKZ8E,1129.4582320299232
ID_THWRW6UMVR43,304.7393166235003
ID_BORVFDCCKT0H,749.0883889104282
ID_2L25K22ZLQPZ,402.6501023997681
ID_YUL27A9GYMND,364.8689228147322
ID_8MKACM85VSCS,2516.478103854484
ID_4060CUEUW7HI,361.3592665714841
ID_Q0SM7VK3YP8B,121.75604460467946
ID_KFDMKLKS776M,400.7734358400894
ID_JFSU9KK3JSCO,1577.9609571466458
ID_YDVQY6M9SDE1,293.7220268147331
ID_24UQHTEAU2MZ,378.38697237965914
ID_SGZSFYIOBIN2,632.0094282743469
ID_JNBPHXXIFBMH,340.8813936192033
ID_ZDH7Q9PB2ZFC,334.0781195493031
ID_Z8L5CROZXDD9,734.4057959141956
ID_BFWA63TCREXQ,292.45147487837534
ID_M3DHWRLA56N4,1358.8935017441486
ID_7QNMKE9U82HO,1130.9735565340911
ID_75A7EFD9RIO4,188.30015328198024
ID_ZGRBK42R4LAE,331.00762446413034
ID_E69IMEJ5DN9Q,388.6238405864707
ID_9GU549TH7ZK3,1025.7785146588947
ID_32IOWXYS1DUU,186.4521851978507
ID_055AL1ZL5ZQ3,115.63005455279472
ID_1D24WF1F56XL,202.6968903360299
ID_C8563RHWH4R1,362.6874957183212
ID_FWYXQF7RP0NA,569.7991622265447
ID_RUQF0NVO7GUP,134.36447774716743
ID_U51NJXF1ANRX,322.0895925660419
ID_52E5N2X6YPZC,404.2036280169494
ID_5605KFWD5KLI,638.5322514621799
ID_RP1T12JOZ0W5,436.8043211134217
ID_1NJF183VW7MV,38.96266903940114
ID_YBW0BLUZSB09,458.72599311985186
ID_EMWY1EBQA2OW,33.734275898144155
ID_PRZUQ2CC6YQL,809.1388576919422
ID_DR9MHVZLS2J3,51.45096273031165
ID_F9Z4KJ1ATXQX,438.9782189763888
ID_1IEQS1MMJVNU,1128.2097017953347
ID_Y5OJFJ4ELKBO,1789.9989901235451
ID_OYZLWHPXC232,45.106783437438665
ID_RIJPB9ZK7QMJ,375.264335504951
ID_5YLAHA1RPCLZ,577.6919298248224
ID_7YD43YGQEHAG,173.84204082885847
ID_Z2128MPPJH3I,339.11307797177017
ID_6E9C80EV7UVB,568.2318892892312
ID_V292OF4LJFY6,537.5066903114305
ID_GZWEN5J0753A,181.90790178104538
ID_DZJI74TH27S2,568.9293856364397
ID_VB20G3017OT3,1545.2499753186005
ID_PFR5TR9NSJ44,431.58036964255945
ID_CGEMGXF9GKAN,787.8831241350894
ID_UQN5YELSPFW4,569.5266460456706
ID_9KQ04PBVJQ2Z,465.5176598950719
ID_4XS5DB6R0W1W,2232.153463228567
ID_0LIP6T5ZSM47,761.8081731405448
ID_EKT3T87PW61E,398.87311382543885
ID_8APYWALBVJJG,460.6532577727342
ID_IZNAGRDXI416,527.1560785146374
ID_O8JW768V2WBT,763.8738340073508
ID_QB1EGGOG4PKU,385.3487316313352
ID_QL474TRJZ4KT,284.0068543080356
ID_JS00JMA9OC55,189.77752361606346
ID_KX93WT2WM8KI,410.55068175358184
ID_88T4KAWBOXD2,805.4940280165819
ID_AYEXJ449FHYB,232.9836129547678
ID_WAMWUG0WHB97,1096.1957899988133
ID_MNSBZZRLVYAB,495.3162857890922
ID_NIO4I0V8DWYJ,115.99831509135836
ID_NIZWE5DL0ZEP,845.6783812019343
ID_9NCKQGLK3SD9,334.48643490008686
ID_5OSGLVZW9D29,751.5059040143394
ID_6XPJZR8ZCIC2,296.560666392376
ID_IY0SP642OW24,646.8855355093764
ID_RIYH64Y97QRK,468.0842480122471
ID_XSP6B48LKWT8,451.8809424156004
ID_W753O33BW3BB,408.4715133884993
ID_RWJ0XTITY982,2065.5416464123387
ID_EUEIBIX6TBO2,404.3890210843835
ID_WH5AACW8DNG9,249.27513579851734
ID_NKCHBHQGHFQJ,425.59411610807126
ID_55LF7DAPVUM9,377.52087229899655
ID_QCVF1IC80H55,326.2997733827774
ID_TTYI3X4FHRSK,642.9392478671907
ID_FAVZ1A7JE66Y,206.23287578663025
ID_K3QDY7VQTJ4Z,389.28422266768
ID_SXVSUXY5UZAB,74.07028040108199
ID_5K5QDTT6M6RR,300.86730164856
ID_LVWYORSZVO3S,247.14479071106044
ID_6ECLIA2352NF,133.79874712380948
ID_W9B36B5RXLXB,1620.0146974684624
ID_FBND5TKBJU4V,264.9557719573727
ID_IEG1EPIW3QJE,562.2288372674454
ID_XBAKEC3FGVOI,304.0427241358261
ID_YX1YSBJPV00F,233.89606702829695
ID_CNJ0199EZ0Z5,250.50172694786528
ID_9HZRXVLF8O7Q,398.7241779747176
ID_N8DOGSGMLEEF,373.3847304474663
ID_QTT6DFO6C20M,201.80220131539886
ID_84TIYB63GU2Q,151.1282336781837
ID_I13964DD6KTD,395.0937185368349
ID_31NJ27Y0VJFL,250.70720031550394
ID_SFCM114U57TL,221.4030671964534
ID_JO7PGDO0GSL6,565.4897000585592
ID_GL342CDVL9P5,353.89740404578936
ID_89HGYIT9L72K,506.2981573309109
ID_GMN55BKSKYR7,1122.9885067625273
ID_IPCZ9G8W2MEV,765.0931667548136
ID_YTTWCTKL25FS,757.5734430116011
ID_RXK77X7AJU1K,468.6218100515574
ID_7DF2UHVO2YDW,594.5479194845406
ID_S8ILQIMNR33S,796.8984367990759
ID_9CZKHNKM1I86,506.8689827605087
ID_QV0YP4S4M4EW,412.8845827887946
ID_6NW6LZZP4YSO,913.6296175248632
ID_11VV8EJUCW0H,2500.726046115242
ID_12B9ODTQEDJP,407.2617784351195
ID_O9F0DSRI883S,330.7264952396962
ID_UGZM1YTX1O1E,414.6325783505513
ID_K9QDUU90W0VF,529.4781238454868
ID_NSYRKSMPHBU1,669.8881406524732
ID_VTPNQBR81BM9,554.2121100845125
ID_39OMID9QCOG0,370.26639880482475
ID_1PEZ9AQEX5YZ,577.884237100315
ID_KMV01O5FI1RE,203.03942487350693
ID_D8YY9UAL3DUU,1003.3788282159151
ID_MK1LEGI0K09C,712.8341026406711
ID_SIGZ0JBXQGOV,217.2596520127705
ID_TVKRFN7WM03R,239.81226863549196
ID_0BEO9O1TBGD7,423.757817746462
ID_0LAUIA0BNIC1,315.17067884545975
ID_J3ASN4NEHJWU,475.1713680870941
ID_E0C4Y5E20718,838.5322200822906
ID_42C9CZBA94GA,241.7912192924491
ID_YR8ZM2POXIMW,181.451635510002
ID_CI5T4HTPFSD5,2403.0732303409745
ID_A43CG1H8ISRO,403.210850610891
ID_3CEHUW3S0G0K,933.4061154880753
ID_TXB3AVJR817F,424.7010310914767
ID_EARHOHWMJBZN,801.8064411840455
ID_3VLU0ZG4HZCJ,360.7177268571902
ID_BXY0XWQ3PB64,667.3819251687107
ID_QRR9XFG9T842,567.453167055075
ID_EUX6TSC8JHCM,401.6262213414183
ID_QFOI09YR3VXI,408.85743566348947
ID_YV25FQOXZ8MV,5.289335301301472
ID_7FQESEUZAD3Z,336.32732430264747
ID_CNWL7DTP3YX4,332.67113413745176
ID_T55BT4VODB0E,149.5784838770691
ID_RV1AQV8A2YO5,995.3074822771335
ID_4LD71OA2HWJA,464.2933092637612
ID_MURY55Z0UGAN,326.5401022464336
ID_N2FMG5146H3F,179.99616868819072
ID_UTINEMLC3YZ8,369.61906210662386
ID_2YV5CPEX8PQX,1106.6783861891222
ID_G04CAJF9PJPJ,331.6423051408694
ID_VQQC20SF8PFA,250.74451107954656
ID_XLERVZJLB89L,396.08151917675787
ID_55VQDPWDVUJN,1159.0778596145415
ID_ZQ8CAFATMFQ4,211.5413216722778
ID_G0F3TN5NG6BH,241.5532025894625
ID_PF85WDFZ5SIC,278.36142331220236
ID_LPA096T2PA37,361.6514512142833
ID_TOJV71OD5IJA,494.6180757185583
ID_OC71Q8G1PU9X,592.2425593225119
ID_ALXWTRGLKYET,487.3805317556156
ID_L25QRS7Z1I48,632.9169143503476
ID_ZJX6UR06AOQN,155.0875564792493
ID_J18Z7G8MKNNW,916.3575938756123
ID_A1FRWN0WLOW3,563.9771190373648
ID_1WMN80LOMPYX,673.732919012646
ID_PN8SLC70UAFU,387.39229325963885
ID_Y0VLNN9FFCDB,1213.7049232398938
ID_KSNG2EHQWVN2,769.3817977912572
ID_6W3UCOWAIKFY,234.2102440346347
ID_SAMIPB6FVS35,581.194945917792
ID_5XWLZR0M55MG,695.8035898485109
ID_XS38KEFXELD5,489.8700923337213
ID_59TDKRUHGJTU,453.314515011287
ID_LA52IZ1MKC63,138.08412449321148
ID_HUS8E1K54UTE,609.92678024151
ID_I13GK4NJXW16,1135.3804080246778
ID_VNANLNWRQBB6,399.38705787461157
ID_S9RY48JU1EY7,602.281669452356
ID_4STCBR16P9VP,1018.521708390427
ID_8975M70FEDGV,1322.7912130524305
ID_DUBR80BZKU6Y,293.1236101979255
ID_MAEEJ3FRNXBQ,315.331553652023
ID_H4AAIXVXUTIW,1517.9644869685596
ID_9O8JMRL331Z1,221.82252021087896
ID_NGSCERQ2QDX4,374.9087902673076
ID_6LCF9GFNTUHP,390.07463744740807
ID_P1FUZAFI9H4Z,790.4448491292851
ID_98FVLR8JYSIK,885.3296985335462
ID_21Q3Q5YNLZZX,701.6191731921263
